gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,47,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,67.85,3200.93,No
Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,One year,No,Mailed check,78.17,4669.73,No
Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),20.39,456.15,Yes
Female,0,Yes,No,28,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,72.44,2037.07,No
Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),85.34,520.37,No
Female,0,Yes,No,41,No,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),79.06,3248.68,No
Female,0,Yes,Yes,30,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.34,699.75,No
Female,0,No,No,61,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,28.71,1749.77,Yes
Male,0,Yes,No,65,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),88.22,5766.46,No
Female,0,No,Yes,55,No,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,32.82,1806.31,No
Male,0,Yes,No,15,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),49.6,756.06,No
Male,0,No,No,14,Yes,No,No,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),63.42,902.54,No
Female,1,No,No,34,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),62.93,2129.52,No
Male,1,Yes,No,44,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,23.63,1043.92,No
Female,0,Yes,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,64.06,99.07,Yes
Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),61.03,2138.22,No
Female,1,Yes,No,6,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),46.72,281.72,No
Male,0,Yes,No,18,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),70.77,1284.62,No
Male,0,No,No,25,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),92.52,2310.52,Yes
Male,0,Yes,No,2,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,119.2,274.1,No
Female,0,No,No,18,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,116.85,2069.33,No
Male,0,Yes,No,45,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,88.15,3943.25,No
Female,0,Yes,No,71,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,42.02,2964.28,No
Male,0,No,Yes,56,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),102.62,5745.92,Yes
Male,1,No,No,22,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),52.02,1128.85,No
Male,0,No,No,67,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,37.61,2496.44,No
Male,0,No,Yes,31,No,No,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.2,1577.11,No
Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,23.74,564.04,Yes
Male,0,No,No,61,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,58.32,3564.79,No
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.72,2798.29,No
Female,0,No,No,53,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,18.8,971.02,No
Female,0,No,No,11,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),18.01,215.53,No
Male,0,Yes,No,23,No,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,35.96,800.4,Yes
Male,0,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,38.02,2650.61,No
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),83.69,1427.25,No
Female,1,Yes,No,61,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,34.35,2096.66,No
Female,0,Yes,No,33,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Mailed check,58.63,1903.53,No
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,83.08,5658.35,No
Male,0,No,No,29,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),42.77,1239.38,No
Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),35.31,1273.74,No
Female,0,No,Yes,28,Yes,No,No,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,108.5,3049.9,No
Female,0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),40.36,634.81,No
Female,0,No,No,60,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.09,6526.55,Yes
Male,0,No,No,41,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),114.6,4667.05,No
Female,1,No,Yes,36,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),112.62,4080.83,No
Female,0,Yes,Yes,26,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,67.19,1753.9,No
Female,0,Yes,No,55,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,91.58,5073.46,No
Female,1,Yes,Yes,25,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,43.16,1101.49,Yes
Male,0,Yes,Yes,17,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),24.56,438.88,No
Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),71.01,364.17,No
Male,0,Yes,No,62,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.39,1743.05,Yes
Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),97.45,467.03,No
Male,0,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),69.68,4140.27,No
Female,0,No,No,27,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,24.5,651.03,No
Female,0,No,Yes,0,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.4,0.0,No
Male,0,No,No,66,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,67.56,4456.95,No
Male,0,No,No,53,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.21,3456.46,Yes
Female,1,No,No,52,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),75.41,3878.75,No
Male,1,Yes,No,39,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),98.45,3843.51,Yes
Female,0,Yes,No,54,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),32.34,1776.94,No
Female,0,No,No,9,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),29.58,250.3,No
Female,0,Yes,No,16,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),35.46,538.67,No
Male,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,49.14,1884.98,No
Male,0,Yes,Yes,52,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.51,4901.87,No
Female,0,No,No,42,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.56,3291.99,No
Female,0,Yes,No,29,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,24.37,710.47,No
Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),101.72,4897.92,No
Male,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,No,Credit card (automatic),22.64,71.18,No
Female,0,No,Yes,36,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,39.11,1397.52,No
Female,0,No,No,28,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,108.57,3007.07,No
Female,0,Yes,No,35,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,53.68,1890.1,No
Male,0,No,No,9,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.74,466.73,Yes
Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,One year,Yes,Mailed check,37.29,2418.92,No
Female,0,No,No,61,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),36.23,2235.95,No
Male,0,No,No,67,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,21.1,1415.58,No
Female,0,Yes,No,60,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),104.53,6305.43,Yes
Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,92.53,4363.61,No
Male,0,Yes,No,20,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,56.36,1118.39,No
Female,0,Yes,No,8,Yes,Yes,No,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,95.04,737.76,No
Female,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,46.86,2058.41,No
Female,0,Yes,No,68,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,52.88,3616.0,Yes
Male,1,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.17,2784.39,Yes
Female,1,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,40.89,2890.85,Yes
Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,105.14,1139.69,Yes
Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),43.15,854.34,No
Female,0,Yes,No,46,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,111.02,5114.68,No
Male,0,No,Yes,35,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.26,1447.88,No
Male,0,Yes,No,54,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Electronic check,47.79,2584.04,No
Female,0,No,No,24,Yes,No phone service,No,Yes,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,74.35,1756.36,No
Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),38.44,2128.25,No
Male,0,No,No,21,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),20.59,452.21,Yes
Male,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),48.72,482.3,Yes
Female,0,Yes,No,40,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,Yes,Electronic check,62.02,2462.79,No
Male,0,Yes,No,36,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.27,709.94,No
Female,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Electronic check,98.13,3951.87,No
Female,0,Yes,No,1,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,46.46,53.97,No
Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Electronic check,35.92,1027.1,No
Female,1,No,Yes,6,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),81.9,470.13,Yes
Male,0,No,No,57,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),107.52,6139.93,No
Male,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,64.04,288.88,No
Female,0,Yes,Yes,67,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,61.44,4088.54,No
Female,0,Yes,No,4,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),68.71,279.04,Yes
Female,0,No,No,43,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,34.13,1498.97,Yes
Male,0,Yes,No,24,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,49.62,1213.87,No
Male,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,Yes,Mailed check,64.41,458.47,No
Female,0,Yes,Yes,25,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),119.46,2944.71,No
Female,0,Yes,No,2,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,57.76,66.38,No
Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),23.12,1152.52,No
Female,1,Yes,Yes,62,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,44.13,2771.35,No
Female,1,No,Yes,23,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),112.78,2576.1,No
Male,0,Yes,Yes,31,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),103.72,3232.57,No
Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.44,820.58,Yes
Male,1,No,No,34,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),72.53,2454.54,No
Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),83.33,5658.22,No
Male,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,116.14,4379.64,Yes
Female,0,No,Yes,63,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),62.85,3968.34,No
Female,0,No,No,56,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.59,5563.94,Yes
Female,0,No,No,8,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,107.46,876.65,No
Female,0,No,No,3,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),39.39,113.66,No
Male,0,Yes,No,26,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.41,1486.73,Yes
Male,0,No,Yes,67,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.46,6085.53,No
Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),41.92,508.8,Yes
Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,50.53,161.81,No
Female,0,No,Yes,69,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),53.95,3747.73,No
Female,1,Yes,No,14,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,117.33,1625.72,No
Male,1,Yes,No,25,No,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.95,2229.05,No
Male,0,Yes,No,56,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,No,Electronic check,71.19,3994.64,No
Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,No,Mailed check,63.58,419.53,Yes
Male,0,No,No,12,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),87.77,1040.72,No
Male,0,Yes,No,52,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,109.09,5648.95,No
Female,0,Yes,No,0,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,41.52,0.0,Yes
Female,0,No,No,51,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,93.63,4767.21,No
Male,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.02,1663.93,No
Male,0,Yes,No,17,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),97.25,1652.91,No
Female,1,Yes,No,44,Yes,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,93.35,4119.93,No
Male,0,No,No,23,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),88.56,2048.72,No
Male,0,No,No,68,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),45.25,3092.73,Yes
Female,0,Yes,No,29,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),119.17,3450.62,Yes
Female,0,No,No,53,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,One year,No,Electronic check,52.03,2747.29,No
Female,0,No,Yes,19,Yes,No phone service,No,No,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),107.83,2024.15,No
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,One year,No,Mailed check,36.33,2193.79,Yes
Female,0,No,No,20,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,56.45,1148.53,No
Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,20.35,757.66,Yes
Male,0,Yes,No,57,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28.26,1617.11,No
Female,0,Yes,No,66,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.5,4181.67,No
Female,0,No,No,54,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),102.03,5487.89,No
Male,0,Yes,No,48,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.2,4110.79,No
Female,0,Yes,No,49,No,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),76.56,3712.21,No
Male,0,No,No,29,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,19.32,580.84,No
Male,0,No,Yes,49,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,102.88,5048.77,No
Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,51.31,2150.43,Yes
Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,74.22,2743.73,No
Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,101.82,2241.19,No
Male,1,No,No,25,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,23.39,591.99,Yes
Male,0,No,No,8,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,50.26,414.05,No
Male,0,No,No,51,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,115.39,5871.38,No
Male,0,No,Yes,1,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,27.86,27.02,No
Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.19,456.94,No
Male,1,Yes,Yes,21,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,109.69,2335.3,Yes
Female,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,30.28,284.5,Yes
Male,0,No,Yes,53,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.75,4654.65,No
Male,1,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,88.27,796.27,Yes
Female,0,Yes,No,32,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,42.81,1364.39,No
Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),32.79,1725.31,No
Male,0,Yes,No,42,No,No,No,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),95.53,4057.86,No
Male,0,Yes,No,42,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,41.35,1744.03,Yes
Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,97.31,2319.82,No
Male,0,Yes,No,32,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,No,Credit card (automatic),110.55,3509.08,Yes
Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,22.8,1252.53,No
Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),46.53,1600.89,No
Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),92.26,4608.85,No
Female,0,No,Yes,59,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),75.72,4472.66,No
Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,70.65,1240.14,No
Male,1,Yes,No,8,Yes,No,No,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),65.76,539.04,No
Male,0,Yes,No,33,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.62,3816.59,No
Male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),97.26,2599.12,Yes
Female,1,No,No,10,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),74.41,760.19,No
Female,1,Yes,Yes,54,Yes,No phone service,No,Yes,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),51.36,2784.6,No
Male,1,No,No,44,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,20.42,914.99,No
Male,0,Yes,No,47,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),87.13,4070.05,No
Male,0,No,No,51,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,33.86,1726.23,No
Female,0,Yes,Yes,31,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,34.02,1066.22,No
Female,0,Yes,No,36,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),28.66,1002.41,Yes
Male,1,Yes,No,16,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,107.86,1728.41,Yes
Male,0,Yes,No,52,Yes,No phone service,No,Yes,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,76.93,4022.08,No
